region,admin,CB_type,variable,n_years,cor_ts,lm_slope,lm_p_value
Jeju,Jeju,CB_2,DO_b_adj,4.000,0.954,14.232,0.046
Jeju,Jeju,CB_2,NH3-N_b_adj,4.000,-0.566,-0.565,0.434
Jeju,Jeju,CB_2,NO2-_b_adj,4.000,-0.847,-8.613,0.153
Jeju,Jeju,CB_2,NO3-_b_adj,4.000,-0.916,-0.424,0.084
Jeju,Jeju,CB_2,SAS_b_adj,4.000,-0.405,-0.066,0.595
Jeju,Jeju,CB_2,SS_b_adj,4.000,-0.494,-0.387,0.506
Jeju,Jeju,CB_2,TN_b_adj,4.000,-0.486,-0.146,0.514
Jeju,Jeju,CB_2,TP_b_adj,4.000,-0.331,-2.005,0.669
Jeju,Jeju,CB_2,pH_b_adj,4.000,0.080,5.873,0.920
Jeju,Jeju,CB_2,salinity_b_adj,4.000,-0.296,-16.908,0.704
Jeju,Jeju,CB_2,temp_b_adj,4.000,0.747,6.489,0.253
Jeju,Jeju,CB_3,COD_b_adj,4.000,0.789,5.986,0.211
Jeju,Jeju,CB_3,Chla_b_adj,4.000,-0.411,-4.222,0.589
Jeju,Jeju,CB_3,DIN_b_adj,4.000,-0.719,-0.100,0.281
Jeju,Jeju,CB_3,DIP_b_adj,4.000,-0.935,-2.587,0.065
Jeju,Jeju,CB_3,DO_b_adj,4.000,0.970,5.983,0.030
Jeju,Jeju,CB_3,NH3-N_b_adj,4.000,-0.315,-0.130,0.685
Jeju,Jeju,CB_3,NO2-_b_adj,4.000,-0.972,-4.086,0.028
Jeju,Jeju,CB_3,NO3-_b_adj,4.000,-0.829,-0.159,0.171
Jeju,Jeju,CB_3,SAS_b_adj,4.000,-0.332,-0.022,0.668
Jeju,Jeju,CB_3,SS_b_adj,4.000,-0.705,-0.228,0.295
Jeju,Jeju,CB_3,TN_b_adj,4.000,-0.186,-0.023,0.814
Jeju,Jeju,CB_3,TP_b_adj,4.000,-0.618,-1.550,0.382
Jeju,Jeju,CB_3,pH_b_adj,4.000,0.393,11.858,0.607
Jeju,Jeju,CB_3,salinity_b_adj,4.000,-0.315,-7.436,0.685
Jeju,Jeju,CB_3,temp_b_adj,4.000,0.512,1.839,0.488
South,Geoje,CB_1,COD_b_adj,5.000,0.666,3.126,0.219
South,Geoje,CB_1,Chla_b_adj,5.000,-0.184,-0.572,0.767
South,Geoje,CB_1,DIN_b_adj,5.000,0.059,0.009,0.924
South,Geoje,CB_1,DIP_b_adj,5.000,0.347,0.261,0.567
South,Geoje,CB_1,DO_b_adj,5.000,0.037,0.107,0.953
South,Geoje,CB_1,NH3-N_b_adj,5.000,0.311,0.185,0.610
South,Geoje,CB_1,NO2-_b_adj,5.000,0.017,0.026,0.978
South,Geoje,CB_1,NO3-_b_adj,5.000,0.118,0.019,0.850
South,Geoje,CB_1,SAS_b_adj,5.000,-0.539,-0.023,0.349
South,Geoje,CB_1,SS_b_adj,5.000,0.276,0.116,0.653
South,Geoje,CB_1,TN_b_adj,5.000,-0.809,-0.025,0.097
South,Geoje,CB_1,TP_b_adj,5.000,0.547,0.204,0.340
South,Geoje,CB_1,pH_b_adj,5.000,-0.516,-21.928,0.374
South,Geoje,CB_1,salinity_b_adj,5.000,0.305,1.276,0.617
South,Geoje,CB_1,temp_b_adj,5.000,0.026,0.043,0.967
South,Geoje,CB_2,COD_b_adj,5.000,-0.682,-1.554,0.205
South,Geoje,CB_2,Chla_b_adj,5.000,0.432,0.653,0.467
South,Geoje,CB_2,DIN_b_adj,5.000,0.194,0.014,0.754
South,Geoje,CB_2,DIP_b_adj,5.000,-0.356,-0.130,0.556
South,Geoje,CB_2,DO_b_adj,5.000,-0.072,-0.102,0.908
South,Geoje,CB_2,NH3-N_b_adj,5.000,-0.092,-0.027,0.883
South,Geoje,CB_2,NO2-_b_adj,5.000,0.374,0.272,0.535
South,Geoje,CB_2,NO3-_b_adj,5.000,0.020,0.002,0.974
South,Geoje,CB_2,SAS_b_adj,5.000,0.414,0.009,0.489
South,Geoje,CB_2,SS_b_adj,5.000,-0.068,-0.014,0.914
South,Geoje,CB_2,TN_b_adj,5.000,0.989,0.015,0.001
South,Geoje,CB_2,TP_b_adj,5.000,-0.569,-0.103,0.316
South,Geoje,CB_2,pH_b_adj,5.000,0.033,0.678,0.958
South,Geoje,CB_2,salinity_b_adj,5.000,-0.668,-1.356,0.218
South,Geoje,CB_2,temp_b_adj,5.000,0.107,0.084,0.865
South,Geoje,CB_3,COD_b_adj,5.000,-0.709,-1.664,0.180
South,Geoje,CB_3,Chla_b_adj,5.000,0.405,0.630,0.499
South,Geoje,CB_3,DIN_b_adj,5.000,0.034,0.002,0.957
South,Geoje,CB_3,DIP_b_adj,5.000,-0.434,-0.163,0.465
South,Geoje,CB_3,DO_b_adj,5.000,0.018,0.026,0.977
South,Geoje,CB_3,NH3-N_b_adj,5.000,-0.235,-0.070,0.703
South,Geoje,CB_3,NO2-_b_adj,5.000,0.214,0.160,0.730
South,Geoje,CB_3,NO3-_b_adj,5.000,-0.106,-0.008,0.865
South,Geoje,CB_3,SAS_b_adj,5.000,0.407,0.009,0.496
South,Geoje,CB_3,SS_b_adj,5.000,-0.206,-0.043,0.739
South,Geoje,CB_3,TN_b_adj,5.000,0.948,0.015,0.014
South,Geoje,CB_3,TP_b_adj,5.000,-0.596,-0.111,0.288
South,Geoje,CB_3,pH_b_adj,5.000,0.200,4.247,0.747
South,Geoje,CB_3,salinity_b_adj,5.000,-0.572,-1.195,0.314
South,Geoje,CB_3,temp_b_adj,5.000,0.077,0.062,0.902
South,Gosung,CB_1,COD_b_adj,5.000,0.467,0.573,0.428
South,Gosung,CB_1,Chla_b_adj,5.000,-0.748,-1.136,0.146
South,Gosung,CB_1,DIN_b_adj,5.000,-0.872,-0.019,0.054
South,Gosung,CB_1,DIP_b_adj,5.000,-0.207,-0.040,0.738
South,Gosung,CB_1,DO_b_adj,5.000,0.011,0.021,0.986
South,Gosung,CB_1,NH3-N_b_adj,5.000,-0.912,-0.052,0.031
South,Gosung,CB_1,NO2-_b_adj,5.000,-0.966,-0.413,0.007
South,Gosung,CB_1,NO3-_b_adj,5.000,-0.786,-0.030,0.115
South,Gosung,CB_1,SAS_b_adj,5.000,0.571,0.002,0.315
South,Gosung,CB_1,SS_b_adj,5.000,-0.677,-0.139,0.210
South,Gosung,CB_1,TN_b_adj,5.000,-0.492,-0.005,0.399
South,Gosung,CB_1,TP_b_adj,5.000,0.356,0.053,0.557
South,Gosung,CB_1,pH_b_adj,5.000,-0.897,-8.104,0.039
South,Gosung,CB_1,salinity_b_adj,5.000,0.053,0.079,0.932
South,Gosung,CB_1,temp_b_adj,5.000,-0.540,-0.347,0.348
South,Gosung,CB_2,COD_b_adj,5.000,-0.176,-0.025,0.777
South,Gosung,CB_2,Chla_b_adj,5.000,-0.114,-0.020,0.855
South,Gosung,CB_2,DIN_b_adj,5.000,-0.298,-0.001,0.627
South,Gosung,CB_2,DIP_b_adj,5.000,0.474,0.011,0.420
South,Gosung,CB_2,DO_b_adj,5.000,0.049,0.011,0.938
South,Gosung,CB_2,NH3-N_b_adj,5.000,-0.329,-0.002,0.589
South,Gosung,CB_2,NO2-_b_adj,5.000,-0.667,-0.033,0.219
South,Gosung,CB_2,NO3-_b_adj,5.000,-0.178,-0.001,0.774
South,Gosung,CB_2,SAS_b_adj,5.000,0.880,0.000,0.049
South,Gosung,CB_2,SS_b_adj,5.000,-0.322,-0.008,0.597
South,Gosung,CB_2,TN_b_adj,5.000,0.017,0.000,0.979
South,Gosung,CB_2,TP_b_adj,5.000,0.161,0.003,0.796
South,Gosung,CB_2,pH_b_adj,5.000,-0.852,-0.896,0.067
South,Gosung,CB_2,salinity_b_adj,5.000,-0.612,-0.105,0.273
South,Gosung,CB_2,temp_b_adj,5.000,-0.570,-0.043,0.315
South,Gosung,CB_3,COD_b_adj,5.000,-0.114,-0.008,0.855
South,Gosung,CB_3,Chla_b_adj,5.000,0.043,0.004,0.946
South,Gosung,CB_3,DIN_b_adj,5.000,-0.414,-0.001,0.488
South,Gosung,CB_3,DIP_b_adj,5.000,0.635,0.007,0.250
South,Gosung,CB_3,DO_b_adj,5.000,-0.030,-0.003,0.962
South,Gosung,CB_3,NH3-N_b_adj,5.000,-0.398,-0.001,0.507
South,Gosung,CB_3,NO2-_b_adj,5.000,-0.547,-0.013,0.340
South,Gosung,CB_3,NO3-_b_adj,5.000,-0.327,-0.001,0.591
South,Gosung,CB_3,SAS_b_adj,5.000,0.889,0.000,0.044
South,Gosung,CB_3,SS_b_adj,5.000,-0.314,-0.004,0.607
South,Gosung,CB_3,TN_b_adj,5.000,-0.240,-0.000,0.698
South,Gosung,CB_3,TP_b_adj,5.000,0.391,0.003,0.515
South,Gosung,CB_3,pH_b_adj,5.000,-0.786,-0.405,0.115
South,Gosung,CB_3,salinity_b_adj,5.000,-0.625,-0.052,0.260
South,Gosung,CB_3,temp_b_adj,5.000,-0.328,-0.012,0.590
South,Tongyoung,CB_1,COD_b_adj,5.000,0.582,2.434,0.304
South,Tongyoung,CB_1,Chla_b_adj,5.000,-0.701,-1.606,0.188
South,Tongyoung,CB_1,DIN_b_adj,5.000,0.325,0.031,0.593
South,Tongyoung,CB_1,DIP_b_adj,5.000,0.686,0.809,0.201
South,Tongyoung,CB_1,DO_b_adj,5.000,-0.198,-1.397,0.749
South,Tongyoung,CB_1,NH3-N_b_adj,5.000,-0.798,-0.613,0.106
South,Tongyoung,CB_1,NO2-_b_adj,5.000,0.009,0.007,0.989
South,Tongyoung,CB_1,NO3-_b_adj,5.000,0.428,0.042,0.472
South,Tongyoung,CB_1,SAS_b_adj,5.000,-0.213,-0.005,0.730
South,Tongyoung,CB_1,SS_b_adj,5.000,-0.527,-0.377,0.362
South,Tongyoung,CB_1,TN_b_adj,5.000,-0.585,-0.016,0.300
South,Tongyoung,CB_1,TP_b_adj,5.000,-0.309,-0.122,0.613
South,Tongyoung,CB_1,pH_b_adj,5.000,-0.661,-19.784,0.224
South,Tongyoung,CB_1,salinity_b_adj,5.000,-0.029,-0.274,0.963
South,Tongyoung,CB_1,temp_b_adj,5.000,0.476,1.012,0.417
South,Tongyoung,CB_2,COD_b_adj,5.000,-0.669,-0.526,0.217
South,Tongyoung,CB_2,Chla_b_adj,5.000,0.210,0.091,0.734
South,Tongyoung,CB_2,DIN_b_adj,5.000,0.516,0.009,0.373
South,Tongyoung,CB_2,DIP_b_adj,5.000,0.223,0.049,0.719
South,Tongyoung,CB_2,DO_b_adj,5.000,-0.439,-0.581,0.460
South,Tongyoung,CB_2,NH3-N_b_adj,5.000,0.703,0.102,0.185
South,Tongyoung,CB_2,NO2-_b_adj,5.000,0.673,0.093,0.213
South,Tongyoung,CB_2,NO3-_b_adj,5.000,0.427,0.008,0.474
South,Tongyoung,CB_2,SAS_b_adj,5.000,0.975,0.004,0.005
South,Tongyoung,CB_2,SS_b_adj,5.000,0.881,0.119,0.048
South,Tongyoung,CB_2,TN_b_adj,5.000,0.346,0.002,0.568
South,Tongyoung,CB_2,TP_b_adj,5.000,-0.346,-0.026,0.569
South,Tongyoung,CB_2,pH_b_adj,5.000,-0.292,-1.643,0.633
South,Tongyoung,CB_2,salinity_b_adj,5.000,-0.396,-0.700,0.509
South,Tongyoung,CB_2,temp_b_adj,5.000,0.032,0.013,0.959
South,Tongyoung,CB_3,COD_b_adj,5.000,-0.701,-1.313,0.187
South,Tongyoung,CB_3,Chla_b_adj,5.000,0.871,0.894,0.055
South,Tongyoung,CB_3,DIN_b_adj,5.000,0.436,0.019,0.464
South,Tongyoung,CB_3,DIP_b_adj,5.000,-0.320,-0.169,0.599
South,Tongyoung,CB_3,DO_b_adj,5.000,0.345,1.089,0.569
South,Tongyoung,CB_3,NH3-N_b_adj,5.000,0.843,0.290,0.073
South,Tongyoung,CB_3,NO2-_b_adj,5.000,0.386,0.128,0.521
South,Tongyoung,CB_3,NO3-_b_adj,5.000,0.375,0.016,0.534
South,Tongyoung,CB_3,SAS_b_adj,5.000,0.432,0.005,0.467
South,Tongyoung,CB_3,SS_b_adj,5.000,0.679,0.218,0.208
South,Tongyoung,CB_3,TN_b_adj,5.000,0.971,0.012,0.006
South,Tongyoung,CB_3,TP_b_adj,5.000,0.157,0.028,0.801
South,Tongyoung,CB_3,pH_b_adj,5.000,-0.019,-0.249,0.976
South,Tongyoung,CB_3,salinity_b_adj,5.000,-0.772,-3.253,0.126
South,Tongyoung,CB_3,temp_b_adj,5.000,-0.424,-0.403,0.477
South,Yeosu,CB_1,COD_b_adj,4.000,0.194,2.462,0.806
South,Yeosu,CB_1,Chla_b_adj,4.000,0.656,1.738,0.344
South,Yeosu,CB_1,DIN_b_adj,4.000,0.166,0.018,0.834
South,Yeosu,CB_1,DIP_b_adj,4.000,0.541,0.392,0.459
South,Yeosu,CB_1,DO_b_adj,4.000,-0.188,-1.608,0.812
South,Yeosu,CB_1,NH3-N_b_adj,4.000,0.024,0.008,0.976
South,Yeosu,CB_1,NO2-_b_adj,4.000,0.752,1.401,0.248
South,Yeosu,CB_1,NO3-_b_adj,4.000,0.419,0.051,0.581
South,Yeosu,CB_1,SAS_b_adj,4.000,0.158,0.005,0.842
South,Yeosu,CB_1,SS_b_adj,4.000,0.249,0.241,0.751
South,Yeosu,CB_1,TN_b_adj,4.000,0.366,0.042,0.634
South,Yeosu,CB_1,TP_b_adj,4.000,0.925,0.571,0.075
South,Yeosu,CB_1,pH_b_adj,4.000,-0.757,-23.463,0.243
South,Yeosu,CB_1,salinity_b_adj,4.000,-0.255,-3.514,0.745
South,Yeosu,CB_1,temp_b_adj,4.000,-0.597,-1.234,0.403
South,Yeosu,CB_2,COD_b_adj,4.000,-0.297,-0.985,0.703
South,Yeosu,CB_2,Chla_b_adj,4.000,0.796,0.551,0.204
South,Yeosu,CB_2,DIN_b_adj,4.000,0.770,0.022,0.230
South,Yeosu,CB_2,DIP_b_adj,4.000,0.925,0.175,0.075
South,Yeosu,CB_2,DO_b_adj,4.000,-0.570,-1.273,0.430
South,Yeosu,CB_2,NH3-N_b_adj,4.000,0.722,0.067,0.278
South,Yeosu,CB_2,NO2-_b_adj,4.000,0.992,0.483,0.008
South,Yeosu,CB_2,NO3-_b_adj,4.000,0.780,0.025,0.220
South,Yeosu,CB_2,SAS_b_adj,4.000,0.812,0.006,0.188
South,Yeosu,CB_2,SS_b_adj,4.000,0.766,0.194,0.234
South,Yeosu,CB_2,TN_b_adj,4.000,0.714,0.021,0.286
South,Yeosu,CB_2,TP_b_adj,4.000,0.889,0.143,0.111
South,Yeosu,CB_2,pH_b_adj,4.000,-0.883,-7.159,0.117
South,Yeosu,CB_2,salinity_b_adj,4.000,-0.293,-1.055,0.707
South,Yeosu,CB_2,temp_b_adj,4.000,-0.075,-0.040,0.925
South,Yeosu,CB_3,COD_b_adj,4.000,-0.225,-0.366,0.775
South,Yeosu,CB_3,Chla_b_adj,4.000,0.908,0.308,0.092
South,Yeosu,CB_3,DIN_b_adj,4.000,0.282,0.004,0.718
South,Yeosu,CB_3,DIP_b_adj,4.000,0.592,0.055,0.408
South,Yeosu,CB_3,DO_b_adj,4.000,-0.101,-0.110,0.899
South,Yeosu,CB_3,NH3-N_b_adj,4.000,0.348,0.016,0.652
South,Yeosu,CB_3,NO2-_b_adj,4.000,0.891,0.212,0.109
South,Yeosu,CB_3,NO3-_b_adj,4.000,0.382,0.006,0.618
South,Yeosu,CB_3,SAS_b_adj,4.000,0.365,0.001,0.635
South,Yeosu,CB_3,SS_b_adj,4.000,0.294,0.036,0.706
South,Yeosu,CB_3,TN_b_adj,4.000,0.299,0.004,0.701
South,Yeosu,CB_3,TP_b_adj,4.000,0.886,0.070,0.114
South,Yeosu,CB_3,pH_b_adj,4.000,-0.695,-2.756,0.305
South,Yeosu,CB_3,salinity_b_adj,4.000,-0.570,-1.005,0.430
South,Yeosu,CB_3,temp_b_adj,4.000,-0.217,-0.057,0.783
